study_accession,paper_id,pmid,pmcid,doi,title
PRJNA1128723,40586263,40586263.0,PMC12345167,10.1128/mbio.00835-25,Codevelopment of gut microbial metabolism and visual neural circuitry over human infancy.
PRJNA524703,40600714,40600714.0,PMC12323601,10.1128/spectrum.00013-25,Biases and complementarity in gut viromes obtained from bulk and virus-like particle-enriched metagenomic sequencing.
PRJNA835720,40600714,40600714.0,PMC12323601,10.1128/spectrum.00013-25,Biases and complementarity in gut viromes obtained from bulk and virus-like particle-enriched metagenomic sequencing.
PRJEB74322,40603287,40603287.0,PMC12222458,10.1038/s41467-025-61154-w,Breastfeeding and early Bifidobacterium-driven microbial colonization shape the infant gut resistome.
PRJNA1227883,40603287,40603287.0,PMC12222458,10.1038/s41467-025-61154-w,Breastfeeding and early Bifidobacterium-driven microbial colonization shape the infant gut resistome.
PRJNA524703,40615392,40615392.0,PMC12227732,10.1038/s41467-025-61478-7,Negativeome characterization and decontamination in early-life virome studies.
PRJNA838575,40623174,40623174.0,PMC12280908,10.1073/pnas.2501030122,Human milk IgA promotes normal immune development by limiting Th17-inducing <i>Erysipelatoclostridium ramosum</i> in the infant gut.
PRJEB48251,40755225,40755225.0,PMC12323436,10.1080/19490976.2025.2541033,Breastfeeding and the milk resistome shape the establishment and transmission of antibiotic resistance genes in the infant gut microbiome.
PRJNA1138246,40755247,40755247.0,PMC12323407,10.1080/19490976.2025.2541029,Role of the gut microbiome in frequent gut colonization with extended-spectrum β lactamase-producing Enterobacterales among Peruvian children.
PRJNA1042647,40763731,40763731.0,PMC12375414,10.1016/j.chom.2025.07.003,Amino acid competition shapes Acinetobacter baumannii gut carriage.
PRJNA1106565,40763731,40763731.0,PMC12375414,10.1016/j.chom.2025.07.003,Amino acid competition shapes Acinetobacter baumannii gut carriage.
PRJNA1145027,40763731,40763731.0,PMC12375414,10.1016/j.chom.2025.07.003,Amino acid competition shapes Acinetobacter baumannii gut carriage.
PRJNA1191223,40813371,40813371.0,PMC12354744,10.1038/s41467-025-62584-2,Impact of early life antibiotic and probiotic treatment on gut microbiome and resistome of very-low-birth-weight preterm infants.
PRJNA988496,40823537,40823537.0,PMC12352455,10.1080/29933935.2025.2464631,Delivery mode impacts gut bacteriophage colonization during infancy.
PRJEB84944,40885737,40885737.0,PMC12398494,10.1038/s41467-025-63401-6,Temporal dynamics and microbial interactions shaping the gut resistome in early infancy.
PRJNA1206145,40898384,40898384.0,PMC12405607,10.1111/pai.70182,Improving immune-related health outcomes post-cesarean birth with a gut microbiome-based program: A randomized controlled trial.
PRJNA1160256,40941064,40941064.0,PMC12428287,10.3390/foods14172949,The Effect of Sodium Benzoate on the Gut Microbiome Across Age Groups.
PRJEB83236,40951971,40951971.0,PMC12570478,10.1128/msphere.00314-25,"Abundance of &lt;i&gt;Bifidobacterium&lt;/i&gt; species in the infant gut microbiota and associations with maternal-infant characteristics in Dhaka, Bangladesh."
PRJNA1304237,41017911,41017911.0,PMC12460237,10.3389/fcimb.2025.1649384,Characterization of gut microbiota signatures in Indian preterm infants with necrotizing enterocolitis: a shotgun metagenomic approach.
PRJEB39610,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA273761,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA290380,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA294605,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA301903,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA322188,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA327106,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA376566,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA379120,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA396794,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA473126,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA475246,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA489090,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA630999,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA698986,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA799247,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA872399,41025564,41025564.0,PMC12677589,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.
PRJNA843963,41185061,41185061.0,PMC12581456,10.1186/s40168-025-02203-w,"Host clustering of Campylobacter species and enteric pathogens in a longitudinal cohort of infants, family members and livestock in rural Eastern Ethiopia."
PRJNA1312123,41203618,41203618.0,PMC12594796,10.1038/s41467-025-64819-8,Development of the preterm infant gut and gastric residuals microbiome.
PRJNA63661,41250602,41250602.0,PMC12629330,10.1080/19490976.2025.2582900,Refining microbiome resolution: KoSCAPE&lt;sub&gt;bio&lt;/sub&gt; identifies &lt;i&gt;Klebsiella oxytoca&lt;/i&gt; complex species in16S rRNA amplicon data and uncovers associations with NEC.
PRJNA1019702,41274878,41274878.0,PMC12749357,10.1038/s41467-025-66497-y,Assembly of the infant gut microbiome and resistome are linked to bacterial strains in mother's milk.
PRJNA1198101,41274878,41274878.0,PMC12749357,10.1038/s41467-025-66497-y,Assembly of the infant gut microbiome and resistome are linked to bacterial strains in mother's milk.
PRJNA821542,41299229,41299229.0,PMC12659350,10.1186/s12859-025-06286-y,Protein language models uncover carbohydrate-active enzyme function in metagenomics.
PRJEB87209,41339319,41339319.0,PMC12675544,10.1038/s41467-025-65758-0,Indigenous infants in remote Australia retain an ancestral gut microbiome despite encroaching Westernization.
PRJNA231909,41339624,41339624.0,PMC12764907,10.1038/s41467-025-66619-6,Microbiome-derived bile acid signatures in early life and their association with islet autoimmunity.
PRJDB4525,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJEB12669,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJEB32631,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJEB41102,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJEB42363,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJEB6456,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA215106,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA268964,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA272371,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA290380,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA300541,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA322188,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA345144,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA352475,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA379120,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA384716,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA422569,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA436562,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA473126,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA475246,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA489090,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA489693,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA497734,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA521878,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA524703,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA542703,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA543520,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA543967,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA549787,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA633576,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA644725,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA686821,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA688164,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA695570,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA833139,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJNA991269,41350579,41350579.0,PMC12769767,10.1038/s41522-025-00868-7,Compiling an early life human gut microbiome atlas and identification of key microbial drivers.
PRJEB46788,41358671,41358671.0,PMC12688249,10.1080/19490976.2025.2587966,Infection with gut parasites correlates with gut microbiome diversity across human populations in Africa.
PRJEB86954,41358671,41358671.0,PMC12688249,10.1080/19490976.2025.2587966,Infection with gut parasites correlates with gut microbiome diversity across human populations in Africa.
PRJEB28671,41387413,41387413.0,PMC12701053,10.1038/s41467-025-66011-4,Gut Prevotella stercorea associates with protection against infection in rural African children.
PRJNA988496,41405404,41405404.0,PMC12716031,10.1080/19490976.2025.2604874,Colibactin genes are highly prevalent in the developing infant gut microbiome.
PRJNA1031773,41411654,41411654.0,PMC12931694,10.1080/19490976.2024.2443117,Impacts of COVID-19 pandemic on early life gut microbiome.
PRJNA1260751,41536238,41536238.0,PMC12818807,10.1080/19490976.2025.2607043,Maternal obesity alters human milk oligosaccharides content and correlates with early acquisition of late colonizers in the neonatal gut microbiome.
PRJNA1140720,41565819,41565819.0,PMC12960237,10.1038/s41586-025-09983-z,Baby-to-baby strain transmission shapes the developing gut microbiome.
PRJNA1290379,41593042,41593042.0,PMC12851394,10.1080/19490976.2026.2616066,The enteric DNA virome differs in infants at risk for atopic disease.
PRJNA504891,41620544,41620544.0,PMC12963580,10.1038/s42003-026-09639-2,Gut microbial signatures expose the westernized lifestyle of urban Ethiopian children.
PRJNA716780,41620544,41620544.0,PMC12963580,10.1038/s42003-026-09639-2,Gut microbial signatures expose the westernized lifestyle of urban Ethiopian children.
PRJNA322188,41751912,41751912.0,PMC12940378,10.3390/ijms27041776,Global Microbiome: Core and Unique Signatures Across Diverse Populations.
PRJNA821920,41782637,41782637.0,PMC12954002,10.1177/24705470261425120,"Microbiome and Vocalization Biomarkers of Infant Distress, Maternal Depression and Parenting Styles."
PRJNA290380,41796297,41796297.0,PMC13081238,10.1186/s12866-026-04922-y,An adaptive weight self-distillation deep learning framework for phenotype prediction from longitudinal gut microbiome data.
PRJEB108038,41834868,41834868.0,PMC12980891,10.3389/fmicb.2026.1761712,Neonatal jaundice and the infant gut microbiome: an integrated shotgun metagenomics and bidirectional Mendelian randomization study in Xinjiang.
PRJNA1337442,41845058,41845058.0,PMC13004693,10.1038/s41591-026-04217-9,Mass azithromycin distribution and antibiotic resistance in the gut and nasopharynx: a cluster-randomized trial.
PRJEB89462,41873970,41873970.0,PMC13141913,10.1128/spectrum.02153-25,Impact of phage enrichment on the observed infant gut phageome.
PRJNA715601,41980780,41980780.0,PMC13130633,10.1016/j.xcrm.2026.102755,Breastfeeding may lessen socioeconomic disparities in child health through differences in the infant gut microbiome.
PRJNA838575,41980780,41980780.0,PMC13130633,10.1016/j.xcrm.2026.102755,Breastfeeding may lessen socioeconomic disparities in child health through differences in the infant gut microbiome.
PRJNA1273620,41998770,41998770.0,PMC13214156,10.1186/s13073-026-01655-5,Maternal-prenatal gut microbiome-systemic metabolome perturbations and T&lt;sub&gt;H&lt;/sub&gt;2-skewed immunity link to offspring gut microbiome disruption and atopic dermatitis susceptibility.
PRJNA1305341,42013844,42013844.0,PMC13198307,10.1016/j.xcrm.2026.102752,Metabolic reprogramming of the infant gut by bifidobacteria-based probiotics drives exclusion of antibiotic-resistant pathobionts.
PRJNA1428929,42022809,42022809.0,PMC13095817,10.3389/fcimb.2026.1799859,"Gut microbiota and metabolome signatures in preterm infants with high versus low risk for neurodevelopmental impairment: a prospective, matched, longitudinal multi-omics study."
PRJEB32631,42032281,42032281.0,PMC13236588,10.1038/s41564-026-02339-x,Strain-level transmission inference across multi-kingdom metagenomic data using TRACS.
PRJEB89491,42057198,42057198.0,PMC13267274,10.1186/s13073-026-01660-8,The impact of the COVID-19 pandemic and associated lifestyle changes on early-life microbiome development.
PRJNA1320699,42088498,42088498.0,PMC13136260,10.3389/fimmu.2026.1793302,Gut microbial IgA coating in infants with traditional farming lifestyle and urban infants with allergic outcomes.
PRJNA1452547,42129350,42129350.0,PMC13392134,10.1038/s43856-026-01626-2,Chlorinated drinking water exposure enriches antimicrobial resistance pathways in the infant gut microbiome: a randomized trial.
PRJNA542703,42131447,42131447.0,PMC13161719,10.1017/gmb.2026.10020,Machine learning identifies differences between breast milk and formula in the gut microbiome.
PRJEB24041,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJEB32631,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJEB45799,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJEB6456,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJNA1019702,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJNA398089,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJNA752686,42171373,42171373.0,PMC13288982,10.1128/msystems.00305-26,Metagenomic polymorphic toxin effector and immunity profiling predicts microbiome development and disease-related dysbiosis.
PRJEB6456,42203770,42203770.0,PMC13388695,10.1038/s41467-026-73297-5,Dual human milk oligosaccharide-fibre utilisation is a selection cue for the weaning gut microbiome.
PRJEB97976,42203770,42203770.0,PMC13388695,10.1038/s41467-026-73297-5,Dual human milk oligosaccharide-fibre utilisation is a selection cue for the weaning gut microbiome.
PRJNA390646,42236946,42236946.0,PMC13391359,10.1038/s41586-026-10592-7,Commensal-derived acetylcholine enhances mucosal immune education.
PRJNA633576,42236946,42236946.0,PMC13391359,10.1038/s41586-026-10592-7,Commensal-derived acetylcholine enhances mucosal immune education.
PRJNA1148144,42259839,42259839.0,PMC13402684,10.1038/s41467-026-74062-4,An ubiquitous antibacterial toxin from human gut bacteria engenders neonatal colonization advantage.
PRJNA301903,42259839,42259839.0,PMC13402684,10.1038/s41467-026-74062-4,An ubiquitous antibacterial toxin from human gut bacteria engenders neonatal colonization advantage.
PRJNA489090,42259839,42259839.0,PMC13402684,10.1038/s41467-026-74062-4,An ubiquitous antibacterial toxin from human gut bacteria engenders neonatal colonization advantage.
PRJNA799247,42259839,42259839.0,PMC13402684,10.1038/s41467-026-74062-4,An ubiquitous antibacterial toxin from human gut bacteria engenders neonatal colonization advantage.
PRJNA884103,42259839,42259839.0,PMC13402684,10.1038/s41467-026-74062-4,An ubiquitous antibacterial toxin from human gut bacteria engenders neonatal colonization advantage.
PRJNA955235,42262087,42262087.0,PMC13393419,10.1128/jb.00190-26,A genotoxin associated with colorectal cancer linked to gut dysbiosis in children with cystic fibrosis.
PRJNA1222487,42293161,42293161.0,PMC13260514,10.3389/frmbi.2026.1804117,Age-specific early-life gut microbiome associations with eczema and food allergies during early immune development.
PRJNA1128723,42311381,42311381.0,PMC13269231,10.3389/fmicb.2026.1830339,Microbiome-behavior coupling shapes infant adaptation to early maternal unpredictability.
PRJNA284162,42315844,42315844.0,PMC13434738,10.1038/s41467-026-74609-5,A meta-analysis of infant gut viromes reveals global patterns in bacteriophage community assembly and functional capacity over the first three years of life.
PRJNA385126,42315844,42315844.0,PMC13434738,10.1038/s41467-026-74609-5,A meta-analysis of infant gut viromes reveals global patterns in bacteriophage community assembly and functional capacity over the first three years of life.
PRJNA387903,42315844,42315844.0,PMC13434738,10.1038/s41467-026-74609-5,A meta-analysis of infant gut viromes reveals global patterns in bacteriophage community assembly and functional capacity over the first three years of life.
PRJNA524703,42315844,42315844.0,PMC13434738,10.1038/s41467-026-74609-5,A meta-analysis of infant gut viromes reveals global patterns in bacteriophage community assembly and functional capacity over the first three years of life.
PRJNA916952,42315844,42315844.0,PMC13434738,10.1038/s41467-026-74609-5,A meta-analysis of infant gut viromes reveals global patterns in bacteriophage community assembly and functional capacity over the first three years of life.
PRJNA1055141,42336834,42336834.0,PMC13291269,10.1038/s41467-026-74417-x,Antibiotic-induced Malassezia expansion in the infant gut promotes early-life immune dysregulation and airway inflammation in mice.
PRJNA838575,42337243,42337243.0,PMC13291349,10.1038/s41467-026-74418-w,Saccharomycetes and Malassezia fungi associate with early-life gut maturation and allergic disease risk in childhood.
PRJEB15633,42618579,42618579.0,PMC13490558,10.1038/s41522-026-01130-4,Global analysis of infant gut microbiota revealed distinctive maturation dynamics across lifestyles.
PRJNA284162,42618579,42618579.0,PMC13490558,10.1038/s41522-026-01130-4,Global analysis of infant gut microbiota revealed distinctive maturation dynamics across lifestyles.
PRJNA301903,42618579,42618579.0,PMC13490558,10.1038/s41522-026-01130-4,Global analysis of infant gut microbiota revealed distinctive maturation dynamics across lifestyles.
PRJNA379120,42618579,42618579.0,PMC13490558,10.1038/s41522-026-01130-4,Global analysis of infant gut microbiota revealed distinctive maturation dynamics across lifestyles.
PRJNA497734,42618579,42618579.0,PMC13490558,10.1038/s41522-026-01130-4,Global analysis of infant gut microbiota revealed distinctive maturation dynamics across lifestyles.
PRJNA1231247,42746483,42746483.0,PMC13576262,10.3389/fmicb.2026.1925400,The association between neonatal respiratory distress syndrome and gut microbiota dysbiosis: evidence from metagenomics.
PRJNA1260751,PPR1018036,,,10.1101/2025.05.09.653164,Maternal obesity alters human milk oligosaccharides content and correlates with early acquisition of late colonizers in the neonatal gut microbiome
PRJNA988496,PPR1064413,,,10.1101/2025.08.12.25333511,Colibactin genes are highly prevalent in the developing infant gut microbiome
PRJNA1305341,PPR1068637,,,10.1101/2025.08.15.670594,Metabolic reprogramming of the infant gut by bifidobacteria-based probiotics drives exclusion of antibiotic-resistant pathobionts
PRJEB51728,PPR1210886,,,10.64898/2026.05.06.723284,Temperate phage microdiversity reflects infant gut microbiome maturation independent of chronic undernutrition
PRJEB32631,PPR1261825,,,10.64898/2026.06.24.734158,MxSure: a mixture model for inferring within-host substitution rates and transmission SNP thresholds
PRJEB22207,PPR25591,,,10.1101/180406,Rapid profiling of the preterm infant gut microbiota using nanopore sequencing aids pathogen diagnostics
PRJNA695570,PPR352481,,,10.1101/2021.06.04.447087,Targeted High-Resolution Taxonomic Identification of  <i>Bifidobacterium longum</i>  subsp.  <i>infantis</i>  Using Human Milk Oligosaccharide Metabolizing Genes
PRJNA715601,PPR361503,,,10.1101/2021.06.25.449885,"Prophages in the infant gut are largely induced, and may be functionally relevant to their hosts"
PRJNA352475,PPR420122,,,10.1101/2021.11.15.468566,CLMB: deep contrastive learning for robust metagenomic binning
PRJEB6456,PPR694049,,,10.1101/2023.07.17.549354,Longitudinal Variability of  <i>Bifidobacterium</i>  Species in the Infant Gut is Independent of Maternal Milk HMO Composition
PRJNA994433,PPR694049,,,10.1101/2023.07.17.549354,Longitudinal Variability of  <i>Bifidobacterium</i>  Species in the Infant Gut is Independent of Maternal Milk HMO Composition
PRJNA526942,PPR73492,,,10.1101/582015,crAssphage abundance and genomic selective pressure correlate with altered bacterial abundance in the fecal microbiota of South African mother-infant dyads
PRJNA398089,PPR801501,,,10.1101/2024.02.02.578701,Metagenomic estimation of dietary intake from human stool
PRJNA473126,PPR801501,,,10.1101/2024.02.02.578701,Metagenomic estimation of dietary intake from human stool
PRJEB32631,PPR899535,,,10.1101/2024.08.19.608527,Enhanced metagenomics-enabled transmission inference with TRACS
PRJDB10675,36376441,,,,
PRJEB100868,42644416,,,,
PRJEB106892,41974697,,,,
PRJEB15257,28149696,28149696.0,PMC5270596,10.7717/peerj.2928,Antibiotic resistance potential of the healthy preterm infant gut microbiome.
PRJEB15257,34362295,34362295.0,PMC8343889,10.1186/s12866-021-02285-0,Premature neonatal gut microbial community patterns supporting an epithelial TLR-mediated pathway for necrotizing enterocolitis.
PRJEB15257,37191543,37191543.0,PMC10269646,10.1128/spectrum.00665-23,Exploring Molecular Interactions between Human Milk Hormone Insulin and Bifidobacteria.
PRJEB15257,39138199,39138199.0,PMC11322291,10.1038/s41467-024-51398-3,Insights into the ecology of the infant gut plasmidome.
PRJEB21259,41144256,,,,
PRJEB21259,PPR1094326,,,,
PRJEB23207,29468143,,,,
PRJEB27325,30214024,30214024.0,PMC6137148,10.1038/s41598-018-32037-6,Fucosylated oligosaccharides in mother's milk alleviate the effects of caesarean birth on infant gut microbiota.
PRJEB27325,30326954,30326954.0,PMC6192119,10.1186/s40168-018-0567-4,Probiotic supplementation restores normal microbiota composition and function in antibiotic-treated and in caesarean-born infants.
PRJEB27325,36093611,36093611.0,PMC9467569,10.1080/19490976.2022.2118811,Infant gut microbiota restoration: state of the art.
PRJEB29052,39794474,,,,
PRJEB37883,32354144,32354144.0,PMC7281991,10.3390/nu12051256,Hospital Regimens Including Probiotics Guide the Individual Development of the Gut Microbiome of Very Low Birth Weight Infants in the First Two Weeks of Life.
PRJEB37883,36906612,36906612.0,PMC10008552,10.1038/s41467-023-36825-1,Clinical NEC prevention practices drive different microbiome profiles and functional responses in the preterm intestine.
PRJEB37883,38908894,38908894.0,PMC11251410,10.1016/j.advnut.2024.100233,Effects of Probiotics on Preterm Infant Gut Microbiota Across Populations: A Systematic Review and Meta-Analysis.
PRJEB37883,PPR519223,,,10.21203/rs.3.rs-1807088/v1,Successful clinical practices to prevent necrotizing enterocolitis drive different microbiome profiles and functional responses in the preterm intestine
PRJEB37883,PPR911643,,,,
PRJEB45356,38093016,,,,
PRJEB45356,42014682,,,,
PRJEB45356,PPR705804,,,,
PRJEB45443,35485368,35485368.0,PMC9067516,10.1080/19490976.2022.2068366,Disordered development of gut microbiome interferes with the establishment of the gut ecosystem during early childhood with atopic dermatitis.
PRJEB45443,40442154,40442154.0,PMC12122682,10.1038/s41522-025-00714-w,Integrated multi-omics reveals different host crosstalk of atopic dermatitis-enriched Bifidobacterium longum Strains.
PRJEB46659,35932762,35932762.0,PMC9418802,10.1016/j.xcrm.2022.100713,Heritable vaginal bacteria influence immune tolerance and relate to early-life markers of allergic sensitization in infancy.
PRJEB46659,38782975,,,,
PRJEB46659,40241748,40241748.0,PMC12003000,10.1016/j.isci.2025.112211,Maternal vaginal and fecal microbiota in later pregnancy contribute to child fecal microbiota development in the ECHO cohort.
PRJEB46659,41265504,,,,
PRJEB46943,35181661,,,,
PRJEB46943,37037943,37037943.0,PMC10159846,10.1038/s41564-023-01345-7,Expanding known viral diversity in the healthy infant gut.
PRJEB46943,40108202,40108202.0,PMC11923282,10.1038/s41522-025-00674-1,Prophages in the infant gut are pervasively induced and may modulate the functionality of their hosts.
PRJEB46943,40396485,,,,
PRJEB46943,40615392,40615392.0,PMC12227732,10.1038/s41467-025-61478-7,Negativeome characterization and decontamination in early-life virome studies.
PRJEB46943,41387423,,,,
PRJEB46943,42315844,42315844.0,PMC13434738,10.1038/s41467-026-74609-5,A meta-analysis of infant gut viromes reveals global patterns in bacteriophage community assembly and functional capacity over the first three years of life.
PRJEB46943,PPR925520,,,,
PRJEB49383,36163498,36163498.0,PMC9519454,10.1038/s41564-022-01213-w,Strain-specific impacts of probiotics are a significant driver of gut microbiome development in very preterm infants.
PRJEB49383,39183307,39183307.0,PMC12015168,10.1038/s41390-024-03520-w,Impact of probiotics on gut microbiome of extremely preterm or extremely low birthweight infants.
PRJEB52295,38117587,38117587.0,PMC10761186,10.1080/19490976.2023.2290661,"Precocious infant fecal microbiome promotes enterocyte barrier dysfuction, altered neuroendocrine signaling and associates with increased childhood obesity risk."
